artist,title,sale_year,price,low_estimate,high_estimate,auction_title
"STUDIO OF WILLIAM HOARE OF BATH, R.A. "," PORTRAIT OF PHILIP DORMER STANHOPE, 4TH EARL OF CHESTERFIELD (1694-1773), HALF-LENGTH, WEARING A RED VELVET COAT AND THE GARTER STAR",2019.0,1968.38,0.0,0.0,STYLE: Private Collections
THOMAS BARDWELL ," PORTRAIT OF WILLIAM WENTWORTH, 2ND EARL OF STRAFFORD (1722-1791), IN PEER'S ROBES, HIS RIGHT HAND RESTING ON A TABLE BEARING AN EARL'S CORONET",2019.0,13122.52,0.0,0.0,STYLE: Private Collections
Sold Without Reserve , MATTEO DI PACINO ,2019.0,62500.0,0.0,0.0,Master Paintings
ATTRIBUTED TO HENDRIK VAN STEENWIJCK THE YOUNGER , ST. JEROME IN HIS STUDY WITH A LION,2019.0,68750.0,0.0,0.0,Master Paintings
COSIMO ROSSELLI , MADONNA ADORING THE CHRIST CHILD WITH TWO ANGELS,2019.0,35000.0,0.0,0.0,Master Paintings
Sold Without Reserve ," BERNARDINO DI BOSIO ZAGANELLI, CALLED BERNARDINO DA COTIGNOLA ",2019.0,43750.0,0.0,0.0,Master Paintings
39 CARLO PORTELLI ," PORTRAIT OF A YOUNG MAN. BUST LENGTH, FACING LEFT, WITH A WHITE LACE COLLAR",2019.0,15000.0,0.0,0.0,Master Paintings
TIBERIO TITI ," PORTRAIT OF A YOUNG BOY WEARING AN ELABORATE RED DRESS, STANDING NEAR A DRUM IN AN INTERIOR",2019.0,18750.0,0.0,0.0,Master Paintings
JAN BAPTIST BOSSCHAERT ," A STILL LIFE OF FLOWERS IN A GILT VASE WITH A PARROT NEARBY, ALL ATOP A STONE LEDGE",2019.0,10000.0,0.0,0.0,Master Paintings
WORKSHOP OF ANTHONIE VERSTRAELEN , WINTER LANDSCAPE,2019.0,15000.0,0.0,0.0,Master Paintings
BAREND VAN DER MEER ," STILL LIFE WITH A ROEMER, FRUIT, PORCELAIN AND A DISH OF OLIVES ALL ON A TABLE DRAPED WITH A CARPET",2019.0,18750.0,0.0,0.0,Master Paintings
ISAAK VAN NICKELEN ," A PALACE COLONNADE WITH ELEGANT FIGURES AND TWO DOGS, WITH A VIEW OF A FOUNTAIN AND OTHER ARCHITECTURE IN THE DISTANCE",2019.0,30000.0,0.0,0.0,Master Paintings
WORKSHOP OF JAN MASSYS , AN ALLEGORY OF CHARITY,2019.0,40000.0,0.0,0.0,Master Paintings
Sold Without Reserve ," BONIFAZIO DE' PITATI, CALLED BONIFAZIO VERONESE ",2019.0,212500.0,0.0,0.0,Master Paintings
ANDREA SOLARIO , CHRIST AT THE COLUMN,2019.0,137500.0,0.0,0.0,Master Paintings
Sold Without Reserve , GIUSTO DE' MENABUOI ,2019.0,375000.0,0.0,0.0,Master Paintings
THE MASTER OF THE FEMALE HALF-LENGTHS , A YOUNG LADY PLAYING A LUTE,2019.0,237500.0,0.0,0.0,Master Paintings
"FLEMISH SCHOOL, LAST QUARTER OF THE SEVENTEENTH CENTURY "," AN ALLEGORICAL STILL LIFE OF ARMOR, WEAPONS, INSTRUMENTS, VANITAS SYMBOLS, AND OTHER ELEMENTS AND FIGURES SET UPON A STONE LEDGE WITH AN OBELISK AND A CITY BEYOND",2019.0,68750.0,0.0,0.0,Master Paintings
Sold Without Reserve ," MARCHIGIAN SCHOOL, LATE-15TH CENTURY ",2019.0,20000.0,0.0,0.0,Master Paintings
"ANTWERP SCHOOL, CIRCA 1560-1570 ", WINGS OF A TRIPTYCH: THE NATIVITY; THE ANNUNCIATION,2019.0,11250.0,0.0,0.0,Master Paintings
JACOB VAN ES ," STILL LIFE OF GRAPES, PEACHES, AND A WALNUT, TOGETHER WITH PLUMS IN A BLUE AND WHITE PORCELAIN BOWL, ALL UPON A PARTLY DRAPED STONE LEDGE; STILL LIFE OF HONEY MELONS, GRAPES, PEACHES, AND WALNUTS, ALL UPON A STONE LEDGE",2019.0,56250.0,0.0,0.0,Master Paintings
"CENTRAL ITALIAN SCHOOL, CIRCA 1510 "," PORTRAIT OF A BEARDED MAN IN A WHITE SHIRT, BLACK DOUBLET AND BLACK CAP, BUST-LENGTH",2019.0,106250.0,0.0,0.0,Master Paintings
"ITALIAN SCHOOL, 18TH CENTURY "," PORTRAIT OF MICHELANGELO BUONARROTI (1475–1564), BUST LENGTH",2019.0,12500.0,0.0,0.0,Master Paintings
GODFRIED SCHALCKEN , THE DOCTOR'S VISIT,2019.0,68750.0,0.0,0.0,Master Paintings
Sold Without Reserve , WORKSHOP OF THE ZAVATTARI FAMILY ,2019.0,23750.0,0.0,0.0,Master Paintings
Sold Without Reserve , MASTER OF THE SAN TOMMASO DOSSAL ,2019.0,200000.0,0.0,0.0,Master Paintings
"NETHERLANDISH SCHOOL, 16TH CENTURY ", VIRGIN AND CHILD IN A LANDSCAPE,2019.0,50000.0,0.0,0.0,Master Paintings
Sold Without Reserve , MASTER OF THE MAGDALEN ,2019.0,312500.0,0.0,0.0,Master Paintings
LIEVE PIETERSZ. VERSCHUIER , SHIPS IN MOONLIGHT,2019.0,75000.0,0.0,0.0,Master Paintings
Sold Without Reserve , MARIOTTO DI BIAGIO DI BINDO ALBERTINELLI ,2019.0,200000.0,0.0,0.0,Master Paintings
JACOPO DEL SELLAIO ," MADONNA AND CHILD WITH AN ADORING ST. JOHN THE BAPTIST, ATTENDED BY A MALE SAINT, BEFORE A LANDSCAPE, A TONDO",2019.0,375000.0,0.0,0.0,Master Paintings
JAN GRIFFIER THE ELDER ," A MOUNTAINOUS RIVER LANDSCAPE WITH FIGURES AND BOATS, AS WELL AS CASTLES IN THE DISTANCE",2019.0,18750.0,0.0,0.0,Master Paintings
Sold Without Reserve ," BARTOLOMEO RAMENGHI, CALLED BAGNACAVALLO ",2019.0,50000.0,0.0,0.0,Master Paintings
Sold Without Reserve , MASTER OF THE LAZZARONI MADONNA ,2019.0,40000.0,0.0,0.0,Master Paintings
Sold Without Reserve , GIOVANNI BATTISTA TIEPOLO ,2019.0,100000.0,0.0,0.0,Master Paintings
EMANUEL DE WITTE ," INTERIOR OF A GOTHIC CHURCH LOOKING DOWN THE AISLE TOWARD THE CHOIR, WITH A FAMILY BEGGING FOR ALMS",2019.0,32500.0,0.0,0.0,Master Paintings
Sold Without Reserve , BERNARDINO DE' CONTI ,2019.0,175000.0,0.0,0.0,Master Paintings
Sold Without Reserve , GIOVANNI ANTONIO DA PESARO ,2019.0,25000.0,0.0,0.0,Master Paintings
Sold Without Reserve , MASTER OF THE RICHARDSON TRIPTYCH ,2019.0,25000.0,0.0,0.0,Master Paintings
Sold Without Reserve ," BATTISTA DI NICCOLÒ DI LUTERI, CALLED BATTISTA DOSSI ",2019.0,118750.0,0.0,0.0,Master Paintings
BARTHOLOMÄUS BRUYN THE ELDER , PORTRAIT OF A MAN,2019.0,15000.0,0.0,0.0,Master Paintings
"NORTH ITALIAN SCHOOL, CIRCA 1500-1520 ", MADONNA AND CHILD,2019.0,15000.0,0.0,0.0,Master Paintings
Sold Without Reserve ," SPINELLO DI LUCA SPINELLI, CALLED SPINELLO ARETINO ",2019.0,137500.0,0.0,0.0,Master Paintings
SEBASTIAEN VRANCX , THE PLUNDERING OF THE VILLAGE OF WOMMELGEM,2019.0,325000.0,0.0,0.0,Master Paintings
WILLEM VAN MIERIS , Circe begging Ulysses for mercy after he has resisted her drugged cup,2019.0,98418.94,0.0,0.0,Old Masters
OTTO MARSEUS VAN SCHRIECK ," Still life with flowers in a glass vase, on a marble ledge, with butterflies and moths",2019.0,123023.67,0.0,0.0,Old Masters
JAN JOSEFSZ. VAN GOYEN , View of a village with a large Gothic church,2019.0,65612.62,0.0,0.0,Old Masters
"CIRCLE OF ANDREA DI ALOIGI DI APOLLONIO DA ASSISI, CALLED L'INGEGNO ", Madonna and Child,2019.0,39367.57,0.0,0.0,Old Masters
PIER FRANCESCO DI JACOPO FOSCHI ,"Portrait of a lady, possibly Vittoria Colonna ",2019.0,32806.31,0.0,0.0,Old Masters
"VENETO-CRETAN SCHOOL, LATE 16TH CENTURY ", The Adoration of the Magi,2019.0,19683.79,0.0,0.0,Old Masters
NICOLAES PIETERSZ. BERCHEM , An Italianate mountain landscape with a peasant woman herding her cattle,2019.0,24604.73,0.0,0.0,Old Masters
JOHANNES NATUS , A tavern scene with peasants smoking and drinking,2019.0,29525.68,0.0,0.0,Old Masters
BARTHOLOMEUS BREENBERGH , An Italianate landscape with ruins,2019.0,32806.31,0.0,0.0,Old Masters
"SPANISH SCHOOL, FIRST HALF OF THE 17TH CENTURY ", Saint Anthony visiting Saint Paul the hermit,2019.0,19683.79,0.0,0.0,Old Masters
ALONZO RODRIGUEZ , The beheading of Saint John the Baptist,2019.0,18043.47,0.0,0.0,Old Masters
JAN MIENSE MOLENAER , A group of young musicians with a dancing dwarf,2019.0,180434.72,0.0,0.0,Old Masters
HERMAN SAFTLEVEN , An extensive mountain landscape with a view over a river valley,2019.0,32806.31,0.0,0.0,Old Masters
BONIFACIO DE' PITATI CALLED BONIFAZIO VERONESE AND WORKSHOP ," Holy Family with Saints James Major, Jerome and Catherine of Alexandria",2019.0,68893.26,0.0,0.0,Old Masters
PIETER MULIER , Fishing boats in a storm,2019.0,39367.57,0.0,0.0,Old Masters
"SCHOOL OF PISTOIA, CIRCA 1350 ", Saint Catherine of Alexandria,2019.0,42648.21,0.0,0.0,Old Masters
GIUSEPPE RECCO , Still life with fish and molluscs,2019.0,25424.89,0.0,0.0,Old Masters
MASTER OF THE LITTLE COLOGNE PASSION ," The Crucifixion, with the Virgin, Saint John the Evangelist, Saint Augustine, a bishop, and two nuns",2019.0,45928.84,0.0,0.0,Old Masters
BERNARDINO CESARI , Madonna and Child with an angel,2019.0,4100.79,0.0,0.0,Old Masters
CIRCLE OF JACOPO NEGRETTI CALLED PALMA IL VECCHIO , Saint Catherine of Alexandria,2019.0,9021.74,0.0,0.0,Old Masters
"SCHOOL OF THE RHÔNE, CIRCA 1480 ", Saint Andrew,2019.0,13122.52,0.0,0.0,Old Masters
ANTHONIE JANSZ. VAN DER CROOS , Landscape with view of Leiden,2019.0,147628.41,0.0,0.0,Old Masters
GERHART VAN STEENWYCK ," Still life with arms, armour and a drum",2019.0,52490.1,0.0,0.0,Old Masters
JUAN DE ARELLANO ," Still life of tulips, bluebells and other flowers in a basket on a stone pedestal",2019.0,39367.57,0.0,0.0,Old Masters
AFTER ALBRECHT DÜRER , The Head Of Saint John The Baptist,2019.0,10662.05,0.0,0.0,Old Masters
MATTHÄUS GUTRECHT THE ELDER ," ""A portable triptych: central panel: The Dormition of the Virgin; lateral panels: Mary Magdalene and Saint Veronica""",2019.0,39367.57,0.0,0.0,Old Masters
MASTER OF MARRADI , The Madonna Annunciate; The Angel Gabriel,2019.0,41007.89,0.0,0.0,Old Masters
"ANTWERP SCHOOL, FIRST HALF OF THE 16TH CENTURY ", The Last Supper,2019.0,12794.46,0.0,0.0,Old Masters
ADRIAEN VAN NIEULANDT , The Battle of Virtue Against the Vices,2019.0,20503.95,0.0,0.0,Old Masters
"NORTHERN FRENCH SCHOOL, CIRCA 1480 ", A pair of angels with coats of arms,2019.0,9513.83,0.0,0.0,Old Masters
PIETER CLAESZ ," Still life with a roemer, olives, a half-peeled lemon, bread rolls and fish on pewter plates, all on a table draped with a white cloth",2019.0,123023.67,0.0,0.0,Old Masters
"VENETIAN SCHOOL, 1591 "," Portrait of a gentleman, three-quarter-length, wearing a black fur-lined cloak and holding a pair of gloves",2019.0,9021.74,0.0,0.0,Old Masters
WILLEM CORNELISZ. DUYSTER , A young officer in profile,2019.0,39367.57,0.0,0.0,Old Masters
EDWARD ALCOCK ," PORTRAIT OF WALTER KING (D. 1792) OF NAISH HOUSE, SOMERSET; PORTRAIT OF HIS WIFE MRS KING, WITH A WHIPPET (D. 1787)",2019.0,6561.26,0.0,0.0,STYLE: Private Collections
"FRANCESCO ZUCCARELLI, R.A. "," DIANA AND CALLISTO, WITH NYMPHS RESTING FROM THE HUNT",2019.0,19683.79,0.0,0.0,STYLE: Private Collections
MANNER OF WILLIAM JONES OF BATH , STILL LIFE WITH MIXED FRUIT IN A BASKET AND A BULLFINCH; AND STILL LIFE WITH MIXED FRUIT AND A RED SQUIRREL ON A STONE LEDGE,2019.0,2460.47,0.0,0.0,STYLE: Private Collections
"ENGLISH SCHOOL, 18TH CENTURY ", A SPORTING STILL LIFE WITH A GREYHOUND SURROUNDED BY GAME IN A LANDSCAPE,2019.0,3280.63,0.0,0.0,STYLE: Private Collections
FOLLOWER OF JEAN-BAPTISTE SANTERRE ," PORTRAIT OF A LADY, THREE-QUARTER-LENGTH, IN A RED DRESS WITH A BLUE WRAP, HOLDING AN ORANGE BLOSSOM, AN ORANGE TREE IN THE LANDSCAPE BEYOND",2019.0,4264.82,0.0,0.0,STYLE: Private Collections
AFTER JOHN HOPPNER ," PORTRAIT OF HORATIO, 1ST VISCOUNT NELSON (1758–1805), FULL-LENGTH",2019.0,18043.47,0.0,0.0,STYLE: Private Collections
AMBROSIUS BOSSCHAERT THE YOUNGER ," STILL LIFE WITH PINK AND WHITE ROSES IN A GLASS VASE, A POMEGRANATE ON A PEWTER PLATE, WITH CHERRIES, WHITE CURRANTS AND A FROG ON A PARTIALLY DRAPED TABLE",2019.0,18043.47,0.0,0.0,STYLE: Private Collections
"ATTRIBUTED TO ROBERT FREEBAIRN, A.O.W.S. ", A PAIR OF ITALIANATE LANDSCAPES,2019.0,9841.89,0.0,0.0,STYLE: Private Collections
"ATTRIBUTED TO FRANCIS VAN DER MYN, ALSO KNOWN AS FRANS VAN DER MIJN "," PORTRAIT OF MASTER J.W. WANLEY, THREE-QUARTER-LENGTH, HOLDING A BULLFINCH",2019.0,6561.26,0.0,0.0,STYLE: Private Collections
"STUDIO OF WILLIAM HOARE OF BATH, R.A. "," PORTRAIT OF PHILIP DORMER STANHOPE, 4TH EARL OF CHESTERFIELD (1694-1773), HALF-LENGTH, WEARING A RED VELVET COAT AND THE GARTER STAR",2019.0,1968.38,0.0,0.0,STYLE: Private Collections
THOMAS BARDWELL ," PORTRAIT OF WILLIAM WENTWORTH, 2ND EARL OF STRAFFORD (1722-1791), IN PEER'S ROBES, HIS RIGHT HAND RESTING ON A TABLE BEARING AN EARL'S CORONET",2019.0,13122.52,0.0,0.0,STYLE: Private Collections
Sold Without Reserve , MATTEO DI PACINO ,2019.0,62500.0,0.0,0.0,Master Paintings
ATTRIBUTED TO HENDRIK VAN STEENWIJCK THE YOUNGER , ST. JEROME IN HIS STUDY WITH A LION,2019.0,68750.0,0.0,0.0,Master Paintings
COSIMO ROSSELLI , MADONNA ADORING THE CHRIST CHILD WITH TWO ANGELS,2019.0,35000.0,0.0,0.0,Master Paintings
Sold Without Reserve ," BERNARDINO DI BOSIO ZAGANELLI, CALLED BERNARDINO DA COTIGNOLA ",2019.0,43750.0,0.0,0.0,Master Paintings
39 CARLO PORTELLI ," PORTRAIT OF A YOUNG MAN. BUST LENGTH, FACING LEFT, WITH A WHITE LACE COLLAR",2019.0,15000.0,0.0,0.0,Master Paintings
TIBERIO TITI ," PORTRAIT OF A YOUNG BOY WEARING AN ELABORATE RED DRESS, STANDING NEAR A DRUM IN AN INTERIOR",2019.0,18750.0,0.0,0.0,Master Paintings
JAN BAPTIST BOSSCHAERT ," A STILL LIFE OF FLOWERS IN A GILT VASE WITH A PARROT NEARBY, ALL ATOP A STONE LEDGE",2019.0,10000.0,0.0,0.0,Master Paintings
WORKSHOP OF ANTHONIE VERSTRAELEN , WINTER LANDSCAPE,2019.0,15000.0,0.0,0.0,Master Paintings
BAREND VAN DER MEER ," STILL LIFE WITH A ROEMER, FRUIT, PORCELAIN AND A DISH OF OLIVES ALL ON A TABLE DRAPED WITH A CARPET",2019.0,18750.0,0.0,0.0,Master Paintings
ISAAK VAN NICKELEN ," A PALACE COLONNADE WITH ELEGANT FIGURES AND TWO DOGS, WITH A VIEW OF A FOUNTAIN AND OTHER ARCHITECTURE IN THE DISTANCE",2019.0,30000.0,0.0,0.0,Master Paintings
WORKSHOP OF JAN MASSYS , AN ALLEGORY OF CHARITY,2019.0,40000.0,0.0,0.0,Master Paintings
Sold Without Reserve ," BONIFAZIO DE' PITATI, CALLED BONIFAZIO VERONESE ",2019.0,212500.0,0.0,0.0,Master Paintings
ANDREA SOLARIO , CHRIST AT THE COLUMN,2019.0,137500.0,0.0,0.0,Master Paintings
Sold Without Reserve , GIUSTO DE' MENABUOI ,2019.0,375000.0,0.0,0.0,Master Paintings
THE MASTER OF THE FEMALE HALF-LENGTHS , A YOUNG LADY PLAYING A LUTE,2019.0,237500.0,0.0,0.0,Master Paintings
"FLEMISH SCHOOL, LAST QUARTER OF THE SEVENTEENTH CENTURY "," AN ALLEGORICAL STILL LIFE OF ARMOR, WEAPONS, INSTRUMENTS, VANITAS SYMBOLS, AND OTHER ELEMENTS AND FIGURES SET UPON A STONE LEDGE WITH AN OBELISK AND A CITY BEYOND",2019.0,68750.0,0.0,0.0,Master Paintings
Sold Without Reserve ," MARCHIGIAN SCHOOL, LATE-15TH CENTURY ",2019.0,20000.0,0.0,0.0,Master Paintings
"ANTWERP SCHOOL, CIRCA 1560-1570 ", WINGS OF A TRIPTYCH: THE NATIVITY; THE ANNUNCIATION,2019.0,11250.0,0.0,0.0,Master Paintings
JACOB VAN ES ," STILL LIFE OF GRAPES, PEACHES, AND A WALNUT, TOGETHER WITH PLUMS IN A BLUE AND WHITE PORCELAIN BOWL, ALL UPON A PARTLY DRAPED STONE LEDGE; STILL LIFE OF HONEY MELONS, GRAPES, PEACHES, AND WALNUTS, ALL UPON A STONE LEDGE",2019.0,56250.0,0.0,0.0,Master Paintings
"CENTRAL ITALIAN SCHOOL, CIRCA 1510 "," PORTRAIT OF A BEARDED MAN IN A WHITE SHIRT, BLACK DOUBLET AND BLACK CAP, BUST-LENGTH",2019.0,106250.0,0.0,0.0,Master Paintings
"ITALIAN SCHOOL, 18TH CENTURY "," PORTRAIT OF MICHELANGELO BUONARROTI (1475–1564), BUST LENGTH",2019.0,12500.0,0.0,0.0,Master Paintings
GODFRIED SCHALCKEN , THE DOCTOR'S VISIT,2019.0,68750.0,0.0,0.0,Master Paintings
Sold Without Reserve , WORKSHOP OF THE ZAVATTARI FAMILY ,2019.0,23750.0,0.0,0.0,Master Paintings
Sold Without Reserve , MASTER OF THE SAN TOMMASO DOSSAL ,2019.0,200000.0,0.0,0.0,Master Paintings
"NETHERLANDISH SCHOOL, 16TH CENTURY ", VIRGIN AND CHILD IN A LANDSCAPE,2019.0,50000.0,0.0,0.0,Master Paintings
Sold Without Reserve , MASTER OF THE MAGDALEN ,2019.0,312500.0,0.0,0.0,Master Paintings
LIEVE PIETERSZ. VERSCHUIER , SHIPS IN MOONLIGHT,2019.0,75000.0,0.0,0.0,Master Paintings
Sold Without Reserve , MARIOTTO DI BIAGIO DI BINDO ALBERTINELLI ,2019.0,200000.0,0.0,0.0,Master Paintings
JACOPO DEL SELLAIO ," MADONNA AND CHILD WITH AN ADORING ST. JOHN THE BAPTIST, ATTENDED BY A MALE SAINT, BEFORE A LANDSCAPE, A TONDO",2019.0,375000.0,0.0,0.0,Master Paintings
JAN GRIFFIER THE ELDER ," A MOUNTAINOUS RIVER LANDSCAPE WITH FIGURES AND BOATS, AS WELL AS CASTLES IN THE DISTANCE",2019.0,18750.0,0.0,0.0,Master Paintings
Sold Without Reserve ," BARTOLOMEO RAMENGHI, CALLED BAGNACAVALLO ",2019.0,50000.0,0.0,0.0,Master Paintings
Sold Without Reserve , MASTER OF THE LAZZARONI MADONNA ,2019.0,40000.0,0.0,0.0,Master Paintings
Sold Without Reserve , GIOVANNI BATTISTA TIEPOLO ,2019.0,100000.0,0.0,0.0,Master Paintings
EMANUEL DE WITTE ," INTERIOR OF A GOTHIC CHURCH LOOKING DOWN THE AISLE TOWARD THE CHOIR, WITH A FAMILY BEGGING FOR ALMS",2019.0,32500.0,0.0,0.0,Master Paintings
Sold Without Reserve , BERNARDINO DE' CONTI ,2019.0,175000.0,0.0,0.0,Master Paintings
Sold Without Reserve , GIOVANNI ANTONIO DA PESARO ,2019.0,25000.0,0.0,0.0,Master Paintings
Sold Without Reserve , MASTER OF THE RICHARDSON TRIPTYCH ,2019.0,25000.0,0.0,0.0,Master Paintings
Sold Without Reserve ," BATTISTA DI NICCOLÒ DI LUTERI, CALLED BATTISTA DOSSI ",2019.0,118750.0,0.0,0.0,Master Paintings
BARTHOLOMÄUS BRUYN THE ELDER , PORTRAIT OF A MAN,2019.0,15000.0,0.0,0.0,Master Paintings
"NORTH ITALIAN SCHOOL, CIRCA 1500-1520 ", MADONNA AND CHILD,2019.0,15000.0,0.0,0.0,Master Paintings
Sold Without Reserve ," SPINELLO DI LUCA SPINELLI, CALLED SPINELLO ARETINO ",2019.0,137500.0,0.0,0.0,Master Paintings
SEBASTIAEN VRANCX , THE PLUNDERING OF THE VILLAGE OF WOMMELGEM,2019.0,325000.0,0.0,0.0,Master Paintings
WILLEM VAN MIERIS , Circe begging Ulysses for mercy after he has resisted her drugged cup,2019.0,98418.94,0.0,0.0,Old Masters
OTTO MARSEUS VAN SCHRIECK ," Still life with flowers in a glass vase, on a marble ledge, with butterflies and moths",2019.0,123023.67,0.0,0.0,Old Masters
JAN JOSEFSZ. VAN GOYEN , View of a village with a large Gothic church,2019.0,65612.62,0.0,0.0,Old Masters
"CIRCLE OF ANDREA DI ALOIGI DI APOLLONIO DA ASSISI, CALLED L'INGEGNO ", Madonna and Child,2019.0,39367.57,0.0,0.0,Old Masters
PIER FRANCESCO DI JACOPO FOSCHI ,"Portrait of a lady, possibly Vittoria Colonna ",2019.0,32806.31,0.0,0.0,Old Masters
"VENETO-CRETAN SCHOOL, LATE 16TH CENTURY ", The Adoration of the Magi,2019.0,19683.79,0.0,0.0,Old Masters
NICOLAES PIETERSZ. BERCHEM , An Italianate mountain landscape with a peasant woman herding her cattle,2019.0,24604.73,0.0,0.0,Old Masters
JOHANNES NATUS , A tavern scene with peasants smoking and drinking,2019.0,29525.68,0.0,0.0,Old Masters
BARTHOLOMEUS BREENBERGH , An Italianate landscape with ruins,2019.0,32806.31,0.0,0.0,Old Masters
"SPANISH SCHOOL, FIRST HALF OF THE 17TH CENTURY ", Saint Anthony visiting Saint Paul the hermit,2019.0,19683.79,0.0,0.0,Old Masters
ALONZO RODRIGUEZ , The beheading of Saint John the Baptist,2019.0,18043.47,0.0,0.0,Old Masters
JAN MIENSE MOLENAER , A group of young musicians with a dancing dwarf,2019.0,180434.72,0.0,0.0,Old Masters
HERMAN SAFTLEVEN , An extensive mountain landscape with a view over a river valley,2019.0,32806.31,0.0,0.0,Old Masters
BONIFACIO DE' PITATI CALLED BONIFAZIO VERONESE AND WORKSHOP ," Holy Family with Saints James Major, Jerome and Catherine of Alexandria",2019.0,68893.26,0.0,0.0,Old Masters
PIETER MULIER , Fishing boats in a storm,2019.0,39367.57,0.0,0.0,Old Masters
"SCHOOL OF PISTOIA, CIRCA 1350 ", Saint Catherine of Alexandria,2019.0,42648.21,0.0,0.0,Old Masters
GIUSEPPE RECCO , Still life with fish and molluscs,2019.0,25424.89,0.0,0.0,Old Masters
MASTER OF THE LITTLE COLOGNE PASSION ," The Crucifixion, with the Virgin, Saint John the Evangelist, Saint Augustine, a bishop, and two nuns",2019.0,45928.84,0.0,0.0,Old Masters
BERNARDINO CESARI , Madonna and Child with an angel,2019.0,4100.79,0.0,0.0,Old Masters
CIRCLE OF JACOPO NEGRETTI CALLED PALMA IL VECCHIO , Saint Catherine of Alexandria,2019.0,9021.74,0.0,0.0,Old Masters
"SCHOOL OF THE RHÔNE, CIRCA 1480 ", Saint Andrew,2019.0,13122.52,0.0,0.0,Old Masters
ANTHONIE JANSZ. VAN DER CROOS , Landscape with view of Leiden,2019.0,147628.41,0.0,0.0,Old Masters
GERHART VAN STEENWYCK ," Still life with arms, armour and a drum",2019.0,52490.1,0.0,0.0,Old Masters
JUAN DE ARELLANO ," Still life of tulips, bluebells and other flowers in a basket on a stone pedestal",2019.0,39367.57,0.0,0.0,Old Masters
AFTER ALBRECHT DÜRER , The Head Of Saint John The Baptist,2019.0,10662.05,0.0,0.0,Old Masters
MATTHÄUS GUTRECHT THE ELDER ," ""A portable triptych: central panel: The Dormition of the Virgin; lateral panels: Mary Magdalene and Saint Veronica""",2019.0,39367.57,0.0,0.0,Old Masters
