artist,title,currency,sale_year,sold,price,low_estimate,high_estimate,auction_title
CIRCLE OF SEBASTIANO CONCA , THE VIRGIN IN PRAYER,USD,2020.0,1,5594.9,5550.5,7770.7,Tableaux Dessins Sculptures 1300-1900
EUSTACHE LE SUEUR , THE ENTOMBMENT,USD,2020.0,0,0.0,77707.0,99909.0,Tableaux Dessins Sculptures 1300-1900
ETIENNE JEAURAT , SKETCH FOR ACHILLES LEAVING TO AVENGE THE DEATH OF PATROCLUS,USD,2020.0,1,27974.52,13321.2,19981.8,Tableaux Dessins Sculptures 1300-1900
"DUTCH SCHOOL, CIRCA 1700 ", THE FISH MERCHANT,USD,2020.0,0,0.0,5550.5,7770.7,Tableaux Dessins Sculptures 1300-1900
"SCHOOL OF ROMAGNA, CIRCA 1500 ", JULIUS CAESAR RECEIVING THE HEAD OF POMPEY,USD,2020.0,1,48955.41,33303.0,55505.0,Tableaux Dessins Sculptures 1300-1900
CIRCLE OF PIERRE DE CORTONE , ARMAGEDDON,USD,2020.0,0,0.0,16651.5,22202.0,Tableaux Dessins Sculptures 1300-1900
"NETHERLANDS SCHOOL, 16TH CENTURY ", ALLEGORY OF THE DEATH,USD,2020.0,1,18183.44,8880.8,13321.2,Tableaux Dessins Sculptures 1300-1900
"SPANISH SCHOOL, 16TH CENTURY "," POLYPTYCH WITH THE CRUCIFIXION, THE ANNUNCIATION, SAINT FRANCIS, MAGDALENE AND SAINT CLARA",USD,2020.0,1,44759.23,33303.0,55505.0,Tableaux Dessins Sculptures 1300-1900
HUBERT ROBERT , THE SPRINGS AT FONTAINE DE VAUCLUSE,USD,2020.0,0,0.0,444040.0,666060.0,Tableaux Dessins Sculptures 1300-1900
BON BOULLOGNE , THE HEALING OF A PARALYTIC AT BETHESDA,USD,2020.0,1,16784.71,16651.5,22202.0,Tableaux Dessins Sculptures 1300-1900
PAULUS CONSTANTIJN LA FARGUE ," A VIEW OF MORSPOORT, LEIDEN; A VIEW OF MAREPOORT, LEIDEN",USD,2020.0,0,0.0,22202.0,33303.0,Tableaux Dessins Sculptures 1300-1900
PIERRE-ANTOINE DEMACHY ," THE CLEARANCE OF THE LOUVRE COLONNADE, DURING THE DEMOLITION OF THE RUINS OF THE HÔTEL DU PETIT BOURBON",USD,2020.0,0,0.0,55505.0,77707.0,Tableaux Dessins Sculptures 1300-1900
EDWAERT COLLIER ," TROMPE-L'OEIL WITH THE PORTRAIT OF ERASMUS, BUST-LENGTH",USD,2020.0,0,0.0,22202.0,33303.0,Tableaux Dessins Sculptures 1300-1900
ATTRIBUTED TO WOLFGANG HEIMBACH , AN ELEGANT ASSEMBLY IN A PALATIAL ARCHITECTURE,USD,2020.0,0,0.0,66606.0,88808.0,Tableaux Dessins Sculptures 1300-1900
THOMAS GERMAIN JOSEPH DUVIVIER , STILL LIFE WITH A STATUE AND AN INKWELL,USD,2020.0,1,19582.16,11101.0,16651.5,Tableaux Dessins Sculptures 1300-1900
ATTRIBUTED TO JOHANN KÖNIG ," THOMAS THE APOSTLE BAPTISING THE INDO-PARTHIAN KING GUDNAPHAR, ALSO KNOWN AS THE BAPTISM OF THE MAGUS KING CASPAR",USD,2020.0,0,0.0,11101.0,16651.5,Tableaux Dessins Sculptures 1300-1900
STUDIO OF ALEXIS SIMON BELLE ," PORTRAIT OF LOUIS DE FRANCE, DUKE OF ORLÉANS (1703-1752)",USD,2020.0,1,11189.81,6660.6,11101.0,Tableaux Dessins Sculptures 1300-1900
DIRCK VAN DELEN , THE LAWYER'S CABINET,USD,2020.0,1,279745.2,222020.0,333030.0,Tableaux Dessins Sculptures 1300-1900
ATTRIBUTED TO FRANCISQUE MILLET , CLASSICAL LANDSCAPE,USD,2020.0,0,0.0,5550.5,7770.7,Tableaux Dessins Sculptures 1300-1900
JOSEPH VERNET AND STUDIO , A STORM NEAR A ROCKY COAST,USD,2020.0,0,0.0,44404.0,66606.0,Tableaux Dessins Sculptures 1300-1900
STUDIO OF HYACINTHE RIGAUD , PORTRAIT OF LOUIS XIV (1638-1715),USD,2020.0,1,25177.07,22202.0,33303.0,Tableaux Dessins Sculptures 1300-1900
ATTRIBUTED TO JEAN-FRANÇOIS GARNERAY , PORTRAIT OF LOUIS XVI AT THE TEMPLE,USD,2020.0,1,10490.45,8880.8,13321.2,Tableaux Dessins Sculptures 1300-1900
STUDIO OF BERNARDO STROZZI ," TWO FIGURES, BUST LENGTH",USD,2020.0,0,0.0,13321.2,19981.8,Tableaux Dessins Sculptures 1300-1900
FRANS FRANCKEN II , THE EMPEROR CHARLES V SHOWN THE VIRGIN'S ROBES,USD,2020.0,1,83923.56,55505.0,77707.0,Tableaux Dessins Sculptures 1300-1900
ATTRIBUTED TO BERNARDO PARENTINO POREČ 1450 - 1500 VICENZA ," SAINT GEORGE, AFTER ANDREA MANTEGNA",USD,2020.0,0,0.0,22202.0,33303.0,Tableaux Dessins Sculptures 1300-1900
NICOLAS MOILLON , SCENE OF CHEVALRY,USD,2020.0,0,0.0,33303.0,55505.0,Tableaux Dessins Sculptures 1300-1900
MARTEN VAN CLEVE THE ELDER , PEASANTS FEEDING SPANISH SOLDIERS DURING THE SIEGE OF ANTWERP,USD,2020.0,1,11189.81,11101.0,16651.5,Tableaux Dessins Sculptures 1300-1900
JEAN HONORÉ FRAGONARD , A YOUNG WOMAN LEANING OUT OF A WINDOW,USD,2020.0,1,510868.02,166515.0,277525.0,Tableaux Dessins Sculptures 1300-1900
GODFRIED SCHALCKEN , ALLEGORY OF HUMAN LIFE,USD,2020.0,0,0.0,55505.0,77707.0,Tableaux Dessins Sculptures 1300-1900
ATTRIBUTED TO MATTHEUS MERIAN THE YOUNGER ," PORTRAIT OF FRIEDRICH OF HESSE-ESCHWEGE, LANDGRAVE OF HESSE-ESCHWEGE (1617-1655)",USD,2020.0,1,39164.33,33303.0,55505.0,Tableaux Dessins Sculptures 1300-1900
STUDIO OF HYACINTHE RIGAUD ," PORTRAIT OF LOUIS FRANÇOIS, MARSHALL DUKE OF BOUFFLERS (1644-1711)",USD,2020.0,1,18183.44,8880.8,13321.2,Tableaux Dessins Sculptures 1300-1900
JUSTUS JUNCKER ," STILL LIFE WITH A CUP, A SALMON AND FRUITS",USD,2020.0,0,0.0,8880.8,13321.2,Tableaux Dessins Sculptures 1300-1900
JOHN ST. JOHN LONG , ELIJAH COMFORTED BY AN ANGEL IN THE WILDERNESS,USD,2020.0,1,17361.1,5249.01,7873.51,44 Fitzwilliam Square: Works from the Estate of the Late Patrick Kelly
"E. VERESMITH, LATE 19TH CENTURY, AFTER GIOVANNI ANTONIO CANAL, CALLED CANALETTO "," THE COURTYARD AT THE ROYAL EXCHANGE, LONDON",USD,2020.0,1,2314.81,1312.25,1968.38,44 Fitzwilliam Square: Works from the Estate of the Late Patrick Kelly
GEORGE MULLINS ," A RIVER LANDSCAPE WITH A GROUP OF FIGURES BY A WATERFALL, WITH CLASSICAL RUINS, AN IRISH ROUND-TOWER AND A MOUNTAIN BEYOND",USD,2020.0,1,82671.91,65612.62,91857.67,44 Fitzwilliam Square: Works from the Estate of the Late Patrick Kelly
"STUDIO OF GEORGE BARRET, R.A. "," AN EXTENSIVE WOODED RIVER LANDSCAPE, WITH A TRAVELLER WATERING HIS HORSE IN THE FOREGROUND AND FIGURES ON A BRIDGE BEYOND",USD,2020.0,0,0.0,5249.01,7873.51,44 Fitzwilliam Square: Works from the Estate of the Late Patrick Kelly
JAMES ARTHUR O'CONNOR , A WOODED LANDSCAPE WITH FIGURES ON A PATH AND RUINS ON A HILL IN THE DISTANCE,USD,2020.0,1,31415.32,10498.02,15747.03,44 Fitzwilliam Square: Works from the Estate of the Late Patrick Kelly
MARIA SPILSBURY ," PORTRAIT OF A LADY IN A WHITE DRESS, FULL-LENGTH, READING IN A LANDSCAPE",USD,2020.0,1,7440.47,2624.5,3936.76,44 Fitzwilliam Square: Works from the Estate of the Late Patrick Kelly
ALBERT MEYERING , RIVER LANDSCAPE WITH FIGURES AND SHEEP; AND RIVER LANDSCAPE WITH FIGURES DISEMBARKING FROM A FERRY,USD,2020.0,0,0.0,15747.03,23620.54,44 Fitzwilliam Square: Works from the Estate of the Late Patrick Kelly
JAMES HENRY BROCAS , A BLACK IRISH DRAUGHT HORSE IN A LANDSCAPE,USD,2020.0,1,5787.03,1312.25,1968.38,44 Fitzwilliam Square: Works from the Estate of the Late Patrick Kelly
WILLIAM SADLER , A COASTAL LANDSCAPE WITH TRAVELLERS BY A CASTLE RUIN,USD,2020.0,1,2480.16,1968.38,2624.5,44 Fitzwilliam Square: Works from the Estate of the Late Patrick Kelly
"FRANCIS COTES, R.A., AND STUDIO "," PORTRAIT OF ELIZABETH HAMILTON CAMPBELL, DUCHESS OF ARGYLL AND 1ST BARONESS HAMILTON OF HAMELDON (1733-1790), THREE-QUARTER-LENGTH, IN A GREEN DRESS WITH A PINK CLOAK, WITH SUNFLOWERS TO THE RIGHT AND A STONE URN TO THE LEFT",USD,2020.0,1,82671.91,26245.05,39367.57,44 Fitzwilliam Square: Works from the Estate of the Late Patrick Kelly
CIRCLE OF PIERRE ANTOINE PATEL , THE FLIGHT INTO EGYPT; AND CHRIST APPEARING TO SAINT PETER ON THE APPIAN WAY,USD,2020.0,1,9920.63,7873.51,10498.02,44 Fitzwilliam Square: Works from the Estate of the Late Patrick Kelly
JOHN BUTTS , A LANDSCAPE WITH TWO FIGURES RESTING,USD,2020.0,1,24801.57,19683.79,26245.05,44 Fitzwilliam Square: Works from the Estate of the Late Patrick Kelly
"DANIEL MACLISE, R.A. ", THE TRYSTING PLACE: ROMEO AND JULIET,USD,2020.0,1,16534.38,13122.52,19683.79,44 Fitzwilliam Square: Works from the Estate of the Late Patrick Kelly
JOHN BUTTS , A MOUNTAINOUS WOODED LANDSCAPE WITH FIGURES GATHERING WOOD,USD,2020.0,0,0.0,26245.05,39367.57,44 Fitzwilliam Square: Works from the Estate of the Late Patrick Kelly
"IRISH SCHOOL, 18TH CENTURY "," A MOUNTAINOUS RIVER LANDSCAPE NEAR INNISCARRA, COUNTY CORK",USD,2020.0,1,4960.31,2624.5,3936.76,44 Fitzwilliam Square: Works from the Estate of the Late Patrick Kelly
CIRCLE OF THOMAS SAUTELLE ROBERTS , HERDERS DRIVING CATTLE IN A LANDSCAPE,USD,2020.0,1,1653.44,787.35,1049.8,44 Fitzwilliam Square: Works from the Estate of the Late Patrick Kelly
WILLIAM ASHFORD ," VIEW OF KILLARNEY, WITH THE PASSAGE TO THE UPPER LAKE",USD,2020.0,1,330687.63,262450.5,393675.75,44 Fitzwilliam Square: Works from the Estate of the Late Patrick Kelly
CAPTAIN RICHARD BRYDGES BEECHEY ," A VIEW OVER GLENBEG LOUGH, NEAR THE KENMARE RIVER, WITH FIGURES FISHING AND RELAXING ON THE BANKS",USD,2020.0,1,8267.19,6561.26,9185.77,44 Fitzwilliam Square: Works from the Estate of the Late Patrick Kelly
ROBERT CRONE ," A WOODED CLASSICAL LANDSCAPE, WITH FIGURES RELAXING AND GARDENING BY A RIVER",USD,2020.0,1,66137.53,52490.1,78735.15,44 Fitzwilliam Square: Works from the Estate of the Late Patrick Kelly
JOHANN ERNST HEINSIUS,JOHANN ERNST HEINSIUS | DOUBLE PORTRAIT,USD,2020.0,1,5594.9,4440.4,6660.6,Collection Jacques et Claude Rohault de Fleury
CIRCLE OF FRANÇOIS BOUCHER,CIRCLE OF FRANÇOIS BOUCHER | A NYMPH,USD,2020.0,1,8392.36,6660.6,8880.8,Collection Jacques et Claude Rohault de Fleury
"FRENCH SCHOOL, 18TH CENTURY "," STUDIES OF FIGURES AROUND A TABLE, INCLUDING A MOTHER AND HER CHILD",USD,2020.0,1,2520.0,4000.0,6000.0,The Collection of Ambassador and Mrs. Felix Rohatyn
FRANÇOIS LEMOYNE , PUTTI PLAYING IN A LANDSCAPE,USD,2020.0,0,0.0,15000.0,20000.0,The Collection of Ambassador and Mrs. Felix Rohatyn
HUBERT ROBERT ," VIEW OF THE PALAZZO DURAZZO, GENOA, WITH WASHERWOMEN AND OTHER FIGURES IN THE FOREGROUND",USD,2020.0,1,988000.0,500000.0,700000.0,The Collection of Ambassador and Mrs. Felix Rohatyn
BERNARDO BELLOTTO ," VENICE, A VIEW OF THE CAMPO AND CHURCH OF SANTA MARIA FORMOSA",USD,2020.0,1,3408000.0,3000000.0,5000000.0,The Collection of Ambassador and Mrs. Felix Rohatyn
HUBERT ROBERT , VIEW OF A ROMAN BATH WITH FIGURES IN THE FOREGROUND,USD,2020.0,0,0.0,60000.0,80000.0,The Collection of Ambassador and Mrs. Felix Rohatyn
ANNE VALLAYER-COSTER , A STILL LIFE OF ROSES AND OTHER FLOWERS IN A BLUE VASE WITH A BOOK,USD,2020.0,1,352800.0,300000.0,500000.0,The Collection of Ambassador and Mrs. Felix Rohatyn
ANNE VALLAYER-COSTER ," STILL LIFE OF ROSES, SNOWBALLS, PEONIES AND HYACINTHS IN A GLASS ON A LEDGE",USD,2020.0,1,277200.0,100000.0,150000.0,The Collection of Ambassador and Mrs. Felix Rohatyn
HUBERT ROBERT , THE TEMPLE OF DIANA AT NIMES WITH FIGURES IN THE FOREGROUND INCLUDING AN ARTIST SKETCHING,USD,2020.0,1,685500.0,400000.0,600000.0,The Collection of Ambassador and Mrs. Felix Rohatyn
NICOLAS LANCRET , AN OUTDOOR CONCERT WITH THE BEAUTIFUL GREEK AND THE AMOROUS TURK,USD,2020.0,0,0.0,300000.0,400000.0,The Collection of Ambassador and Mrs. Felix Rohatyn
"GIOVANNI ANTONIO CANAL, CALLED CANALETTO "," VENICE, A VIEW OF THE GRAND CANAL LOOKING NORTH TOWARDS THE RIALTO BRIDGE",USD,2020.0,1,4255000.0,3000000.0,5000000.0,The Collection of Ambassador and Mrs. Felix Rohatyn
JEAN-BAPTISTE-MARIE PIERRE , A SCULPTOR IN HIS STUDIO,USD,2020.0,1,226800.0,200000.0,300000.0,The Collection of Ambassador and Mrs. Felix Rohatyn
STUDIO OF CLAUDE-JOSEPH VERNET ," A COUPLE EMBRACING BENEATH A TREE, NEAR A CALM WATERWAY WITH FIGURES IN A BOAT, AND A ROCKY SHORE BEYOND",USD,2020.0,0,0.0,6000.0,8000.0,The Collection of Ambassador and Mrs. Felix Rohatyn
CIRCLE OF JEAN FRANÇOIS DE TROY , A GROUP OF ELEGANT FIGURES SEATED IN A PARK,USD,2020.0,0,0.0,25000.0,35000.0,The Collection of Ambassador and Mrs. Felix Rohatyn
NOËL HALLÉ , THE HOLY FAMILY,USD,2020.0,0,0.0,30000.0,50000.0,The Collection of Ambassador and Mrs. Felix Rohatyn
JACOPO CESTARO , THE MARRIAGE OF THE VIRGIN,USD,2020.0,0,0.0,15000.0,20000.0,Master Paintings
THE MASTER OF THE ARMA CHRISTI OF SAN LORENZO ," HORATIUS COCLES DEFENDING THE BRIDGE TO ROME FROM THE ETRUSCANS; GAIUS MUCIUS SCAEVOLA IN THE ETRUSCAN CAMP, THRUSTING HIS HAND INTO A FIRE (A PAIR)",USD,2020.0,1,52920.0,50000.0,70000.0,Master Paintings
CIRCLE OF SIMON VOUET ," PENITENT MARY MAGDALENE WITH ROSARY, IN A CAVE",USD,2020.0,1,47880.0,15000.0,20000.0,Master Paintings
"DUTCH SCHOOL, 17TH CENTURY ", HELL SCENE,USD,2020.0,1,32760.0,8000.0,12000.0,Master Paintings
FOLLOWER OF SALVATOR ROSA , MOUNTAINOUS LANDSCAPE WITH SOLDIERS IN THE FOREGROUND,USD,2020.0,1,12600.0,15000.0,20000.0,Master Paintings
CIRCLE OF JACOB ADRIAENSZ BACKER , PORTRAIT OF A MAN SMOKING A PIPE (THE SENSE OF SMELL),USD,2020.0,0,0.0,10000.0,15000.0,Master Paintings
APOLLONIO DI GIOVANNI ," THE TRIUMPH OF MARCUS FURIUS CAMILLUS, A CASSONE PANEL",USD,2020.0,1,252000.0,200000.0,300000.0,Master Paintings
GIORGIO DI GIOVANNI , FLIGHT OF CLOELIA,USD,2020.0,1,478800.0,200000.0,300000.0,Master Paintings
"GENOESE SCHOOL, 17TH CENTURY ", ALLEGORY OF PAINTING,USD,2020.0,1,12600.0,10000.0,15000.0,Master Paintings
"VENETIAN SCHOOL, 18TH CENTURY ", AN ALLEGORY OF WINTER,USD,2020.0,1,12600.0,8000.0,12000.0,Master Paintings
BERNARDINO FUNGAI , CHRIST SUPPORTED BY TWO ANGELS,USD,2020.0,0,0.0,60000.0,80000.0,Master Paintings
"TUSCAN SCHOOL, 19TH OR 20TH CENTURY ", MADONNA AND CHILD,USD,2020.0,0,0.0,20000.0,30000.0,Master Paintings
GIOVANNI MARTINELLI AND WORKSHOP , AN ALLEGORY OF WISDOM,USD,2020.0,1,17640.0,12000.0,18000.0,Master Paintings
"GERMAN SCHOOL, CIRCA 1500 ", THE PRESENTATION IN THE TEMPLE,USD,2020.0,0,0.0,10000.0,15000.0,Master Paintings
CIRCLE OF SIR PETER PAUL RUBENS , HEAD OF SAINT JAMES THE LESS,USD,2020.0,1,10080.0,8000.0,12000.0,Master Paintings
MICHELE DI MATTEO DA BOLOGNA , A FEMALE SAINT,USD,2020.0,1,44100.0,40000.0,60000.0,Master Paintings
"NORTH ITALIAN SCHOOL, 16TH OR 17TH CENTURY "," PORTRAIT OF A MAN-AT-ARMS, SAID TO BE GJERGJ KASTRIOTI, CALLED SKANDERBEG (1405-1466), HALF-LENGTH, IN ARMOUR, HOLDING A SWORD",USD,2020.0,1,35280.0,20000.0,30000.0,Master Paintings
"SCANDINAVIAN SCHOOL, 18TH CENTURY "," PORTRAIT OF A YOUNG GIRL, HALF-LENGTH",USD,2020.0,1,15120.0,15000.0,20000.0,Master Paintings
ATTRIBUTED TO GIOVANNI DI ANDREA DA RIOLO , SAINT PETER,USD,2020.0,1,27720.0,20000.0,30000.0,Master Paintings
"ATTRIBUTED TO SIR JOSHUA REYNOLDS, P.R.A. "," PORTRAIT OF A GENTLEMAN, PROBABLY FREDERICK, PRINCE OF WALES",USD,2020.0,1,8820.0,10000.0,15000.0,Master Paintings
CORNELIS SCHUT , ABDUCTION OF EUROPA,USD,2020.0,1,352800.0,80000.0,120000.0,Master Paintings
FEDELE FISCHETTI , THE TRIUMPH OF LAMBA DORIA,USD,2020.0,1,27720.0,30000.0,40000.0,Master Paintings
ABRAHAM JANSSENS THE ELDER , SAINT JEROME,USD,2020.0,1,100800.0,80000.0,120000.0,Master Paintings
VALERIO CASTELLO , CHRIST AMONG THE DOCTORS,USD,2020.0,0,0.0,100000.0,200000.0,Master Paintings
TADDEO DI BARTOLO ," SAINTS CATHERINE OF ALEXANDRIA, LAWRENCE, DOMINIC, AND JULIAN",USD,2020.0,1,126000.0,100000.0,150000.0,Master Paintings
JOHANN LUDWIG ERNST MORGENSTERN , CHURCH INTERIOR,USD,2020.0,1,13860.0,10000.0,15000.0,Master Paintings
CLARA PEETERS , MADONNA AND CHILD WITHIN A FLORAL WREATH,USD,2020.0,1,56700.0,50000.0,70000.0,Master Paintings
ANGELO CAROSELLI ," PORTRAIT OF A YOUNG MAN IN ARMOR, AS SAINT GEORGE",USD,2020.0,1,138600.0,80000.0,120000.0,Master Paintings
FOLLOWER OF JAN STEEN , AN INTERIOR WITH THREE CHILDREN PLAYING WITH A CAT,USD,2020.0,1,3780.0,8000.0,12000.0,Master Paintings
MASTER OF TEPLICE , SAINT ANDREW AND A MALE SAINT,USD,2020.0,0,0.0,60000.0,80000.0,Master Paintings
JACOB ADRIAENSZ. BACKER , PORTRAIT OF A YOUNG WOMAN HOLDING A FAN,USD,2020.0,1,11970.0,10000.0,15000.0,Master Paintings
CARLO FRANCESCO NUVOLONE ," HEAD OF A WOMAN LOOKING DOWN, BUST LENGTH",USD,2020.0,1,10080.0,10000.0,15000.0,Master Paintings
ATTRIBUTED TO FRANÇOIS PERRIER , ALLEGORY OF THE FOUR SEASONS,USD,2020.0,1,189000.0,80000.0,120000.0,Master Paintings
CHARLES POERSON , ASSUMPTION OF THE VIRGIN,USD,2020.0,1,75600.0,50000.0,70000.0,Master Paintings
FOLLOWER OF REMBRANDT HARMENSZ. VAN RIJN , PORTRAIT OF A YOUNG GIRL WITH FLOWERS IN HER HAIR,USD,2020.0,1,20160.0,10000.0,15000.0,Master Paintings
CIRCLE OF GEORGE GOWER ," PORTRAIT OF A GENTLEMAN, THREE-QUARTER LENGTH, WITH HIS DOG",USD,2020.0,0,0.0,20000.0,30000.0,Master Paintings
"FOLLOWER OF PIETRO PERUGINO, 19TH CENTURY ", THE ARCHANGEL MICHAEL; THE VIRGIN AND CHILD WITH ANGELS ABOVE; TOBIAS AND THE ARCHANGEL RAPHAEL,USD,2020.0,1,75600.0,60000.0,80000.0,Master Paintings
JOHANN LUDWIG ERNST MORGENSTERN , CANDLELIT CHURCH INTERIOR,USD,2020.0,0,0.0,8000.0,12000.0,Master Paintings
ANTONIO JOLI , SAMSON DESTROYING THE PHILISTINE TEMPLE OF DAGAN,USD,2020.0,1,138600.0,50000.0,70000.0,Master Paintings
ATTRIBUTED TO ANTONIO DI GUIDO 'ALBERTI' DA FERRARA , MADONNA OF HUMILITY BETWEEN FOUR ANGELS AND A KNEELING PRELATE,USD,2020.0,1,44100.0,40000.0,60000.0,Master Paintings
CIRCLE OF FRANCESCO DEL COSSA , THE RESURRECTION OF CHRIST,USD,2020.0,0,0.0,40000.0,60000.0,Master Paintings
BARTOLOMEO DI GIOVANNI DI DOMENICO , SAINT SEBASTIAN,USD,2020.0,1,30240.0,30000.0,50000.0,Master Paintings
ABRAHAM BLOEMAERT , BAPTISM OF CHRIST,USD,2020.0,0,0.0,100000.0,150000.0,Master Paintings
JACOB JORDAENS , CHRIST TRIUMPHANT AMONG THE NINE PENITENTS,USD,2020.0,1,441000.0,200000.0,300000.0,Master Paintings
"IPPOLITO SCARSELLA, CALLED SCARSELLINO ", ABDUCTION OF PERSEPHONE,USD,2020.0,1,340200.0,200000.0,300000.0,Master Paintings
"GIOVANNI PIETRO RIZZOLI, CALLED GIAMPIETRINO ", THE PENITENT MAGDALENE,USD,2020.0,1,63000.0,50000.0,70000.0,Master Paintings
FOLLOWER OF AERT VAN DER NEER ," MOONLIT RIVER LANDSCAPE WITH BOATS, FISHERMAN AND COWS",USD,2020.0,1,2772.0,6000.0,8000.0,Master Paintings
"LEANDRO DA PONTE, CALLED LEANDRO BASSANO ", ORPHEUS CHARMING THE ANIMALS,USD,2020.0,1,47880.0,30000.0,50000.0,Master Paintings
ATTRIBUTED TO THOMAS SPENCER ," THE BYERLEY TURK, HELD BY A SYRIAN GROOM",USD,2020.0,1,82671.91,78735.15,104980.2,"Irish Art, including Property from the Collection of Sir Michael Smurfit"
AMBROSIUS BOSSCHAERT THE ELDER , STILL LIFE OF FOUR TULIPS IN A WAN-LI PORCELAIN VASE,USD,2020.0,1,459288.37,393675.75,524901.0,Rembrandt to Richter
"JOSEPH MALLORD WILLIAM TURNER, R.A. "," WHALLEY BRIDGE AND ABBEY, LANCASHIRE: DYERS WASHING AND DRYING CLOTH",USD,2020.0,1,1751857.08,1312252.5,1968378.75,Rembrandt to Richter
PAOLO UCCELLO ," BATTLE ON THE BANKS OF A RIVER, PROBABLY THE BATTLE OF THE METAURUS (207 BCE)",USD,2020.0,1,3169089.78,787351.5,1049802.0,Rembrandt to Richter
